customer_id,churn,tenure,monthly_charges,total_charges,contract,payment_method,feedback,topic
CUST326,TRUE,6,30,180,month-to-month,credit card,Not impressed with the service,customer service
CUST327,FALSE,13,29,377,two year,electronic check,Subscription is a great treat,general feedback
CUST328,TRUE,7,31,217,month-to-month,mailed check,Disappointed with the flower quality,product quality
CUST329,FALSE,20,27.5,550,one year,bank transfer,Highly recommend for quality,general feedback
CUST330,TRUE,8,34,272,month-to-month,credit card,Expected better customer service,customer service
CUST331,FALSE,10,30.5,305,two year,mailed check,Very satisfied with each delivery,delivery quality
CUST332,TRUE,1,35.5,35.5,month-to-month,electronic check,Not happy with the bouquet variety,bouquet preferences
CUST333,FALSE,15,27.99,419.85,one year,credit card,Consistently great flower quality,product quality
CUST334,TRUE,2,29,58,month-to-month,bank transfer,Too expensive for the quality,price complaints
CUST335,FALSE,18,28,504,two year,mailed check,Flowers always exceed expectations,product quality
CUST336,TRUE,3,30.5,91.5,month-to-month,credit card,Delivery service was poor,delivery issues
CUST337,FALSE,16,27.5,440,one year,bank transfer,Great variety and quality,bouquet preferences
CUST338,TRUE,4,32,128,month-to-month,mailed check,Not satisfied with the flower freshness,product quality
CUST339,FALSE,12,29,348,two year,credit card,Always a delightful experience,general feedback
CUST340,TRUE,5,33.5,167.5,month-to-month,electronic check,Too pricey for the offering,price complaints
CUST341,FALSE,11,28.5,313.5,one year,bank transfer,Subscription is a joy every month,general feedback
CUST342,TRUE,6,30,180,month-to-month,credit card,Expected more for the price,price complaints
CUST343,FALSE,14,29.5,413,two year,mailed check,High-quality flowers every time,product quality
CUST344,TRUE,7,31,217,month-to-month,electronic check,Not happy with the delivery timing,delivery issues
CUST345,FALSE,20,27.5,550,one year,credit card,Always impressed with the bouquets,bouquet preferences
CUST346,TRUE,8,34,272,month-to-month,bank transfer,Quality not as good as expected,product quality
CUST347,FALSE,10,30.5,305,two year,mailed check,Subscription brings happiness,general feedback
CUST348,TRUE,1,35.5,35.5,month-to-month,credit card,Disappointed with the service,customer service
CUST349,FALSE,15,27.99,419.85,one year,bank transfer,Love the variety each month,bouquet preferences
CUST350,TRUE,2,29,58,month-to-month,mailed check,Not satisfied with the delivery,delivery issues
CUST351,FALSE,18,28,504,two year,credit card,Every bouquet is a masterpiece,product quality
CUST352,TRUE,3,30.5,91.5,month-to-month,bank transfer,Expected more variety in bouquets,bouquet preferences
CUST353,FALSE,16,27.99,447.84,one year,mailed check,Subscription is a great value,price appreciation
CUST354,TRUE,4,32,128,month-to-month,credit card,Not happy with the delivery service,delivery issues
CUST355,FALSE,11,28.5,313.5,two year,electronic check,Very pleased with the service,general feedback
CUST356,TRUE,5,33.5,167.5,month-to-month,mailed check,Quality not as good as before,product quality
CUST357,FALSE,13,29,377,one year,bank transfer,Always a wonderful experience,general feedback
CUST358,TRUE,6,30,180,month-to-month,credit card,Too expensive for the bouquet size,price complaints
CUST359,FALSE,20,27.5,550,two year,mailed check,Consistently high-quality flowers,product quality
CUST360,TRUE,7,31,217,month-to-month,electronic check,Delivery times were unpredictable,delivery issues
CUST361,FALSE,10,30.5,305,one year,credit card,Flowers always exceed expectations,product quality
CUST362,TRUE,1,35.5,35.5,month-to-month,bank transfer,Not satisfied with the flower quality,product quality
CUST363,FALSE,15,27.99,419.85,two year,electronic check,Great customer service and flowers,customer service
CUST364,TRUE,2,29,58,month-to-month,mailed check,Too costly for the quality,price complaints
CUST365,FALSE,17,28,476,one year,credit card,Highly recommend this service,general feedback
CUST366,TRUE,3,30.5,91.5,month-to-month,credit card,Disappointed with the bouquet variety,bouquet preferences
CUST367,FALSE,19,27.5,522.5,two year,mailed check,Flowers are a monthly delight,general feedback
CUST368,TRUE,4,32,128,month-to-month,electronic check,Expected more for the price,price complaints
CUST369,FALSE,12,29,348,one year,bank transfer,Always impressed with the bouquets,bouquet preferences
CUST370,TRUE,5,33.5,167.5,month-to-month,mailed check,Not happy with the service,customer service
CUST371,FALSE,22,26.5,583,two year,credit card,Great variety and quality,bouquet preferences
CUST372,TRUE,6,30,180,month-to-month,electronic check,Too expensive for the bouquet size,price complaints
CUST373,FALSE,14,29.5,413,one year,mailed check,Subscription brings happiness,general feedback
CUST374,TRUE,7,31,217,month-to-month,bank transfer,Quality has declined,product quality
CUST375,FALSE,11,28.5,313.5,two year,credit card,Always a joy to receive,general feedback
CUST376,TRUE,8,34,272,month-to-month,mailed check,Not satisfied with the flower freshness,product quality
CUST377,FALSE,10,30.5,305,one year,bank transfer,Flowers always arrive fresh,product quality
CUST378,TRUE,1,35.5,35.5,month-to-month,credit card,Disappointed with the delivery timing,delivery issues
CUST379,FALSE,15,27.99,419.85,two year,mailed check,High-quality flowers every time,product quality
CUST380,TRUE,2,29,58,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST381,FALSE,18,28,504,one year,credit card,Subscription is a great value,price appreciation
CUST382,TRUE,3,30.5,91.5,month-to-month,mailed check,Not impressed with the flower variety,bouquet preferences
CUST383,FALSE,16,27.5,440,two year,electronic check,Always pleased with the service,general feedback
CUST384,TRUE,4,32,128,month-to-month,credit card,Expected better quality,product quality
CUST385,FALSE,13,29,377,one year,mailed check,Flowers are always a pleasant surprise,general feedback
CUST386,TRUE,5,33.5,167.5,month-to-month,electronic check,Not worth the monthly fee,price complaints
CUST387,FALSE,20,27.5,550,two year,mailed check,Highly recommend for flower lovers,general feedback
CUST388,TRUE,6,30,180,month-to-month,credit card,Quality not as expected,product quality
CUST389,FALSE,22,26.5,583,one year,bank transfer,Love the monthly flower surprise,general feedback
CUST390,TRUE,7,31,217,month-to-month,mailed check,Too expensive for the offering,price complaints
CUST391,FALSE,11,28.5,313.5,two year,credit card,Very satisfied with the bouquets,bouquet preferences
CUST392,TRUE,8,34.5,276,month-to-month,electronic check,Not happy with the delivery service,delivery issues
CUST393,FALSE,10,30,300,one year,mailed check,Subscription is a great treat,general feedback
CUST394,TRUE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST395,FALSE,14,29.5,413,two year,credit card,Flowers always arrive in perfect condition,product quality
CUST396,TRUE,2,29,58,month-to-month,mailed check,Too pricey for what's offered,price complaints
CUST397,FALSE,17,28,476,one year,electronic check,Always a wonderful experience,general feedback
CUST398,TRUE,3,30.5,91.5,month-to-month,credit card,Expected more variety,bouquet preferences
CUST399,FALSE,19,27.5,522.5,two year,mailed check,Subscription brings joy every month,general feedback
CUST400,TRUE,4,32,128,month-to-month,electronic check,Not satisfied with the bouquet size,price complaints
CUST401,FALSE,21,26.5,556.5,two year,credit card,Always happy with the flower quality,product quality
CUST402,TRUE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST403,FALSE,13,29,377,one year,mailed check,Great customer service,customer service
CUST404,TRUE,2,29.5,59,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST405,FALSE,18,28,504,two year,credit card,Consistently impressed with the bouquets,bouquet preferences
CUST406,TRUE,3,30.5,91.5,month-to-month,mailed check,Not satisfied with the delivery,delivery issues
CUST407,FALSE,16,27.99,447.84,one year,bank transfer,Subscription is a great value,price appreciation
CUST408,TRUE,4,32,128,month-to-month,credit card,Quality has declined,product quality
CUST409,FALSE,12,29,348,two year,electronic check,Very happy with the service,general feedback
CUST410,TRUE,5,33.5,167.5,month-to-month,mailed check,Not enough variety in bouquets,bouquet preferences
CUST411,FALSE,10,30.5,305,one year,credit card,Flowers always arrive fresh and beautiful,product quality
CUST412,TRUE,6,30,180,month-to-month,electronic check,Too expensive for the quality,price complaints
CUST413,FALSE,22,26.5,583,two year,mailed check,Highly recommend for flower lovers,general feedback
CUST414,TRUE,7,31,217,month-to-month,credit card,Expected better customer service,customer service
CUST415,FALSE,15,27.99,419.85,one year,electronic check,Subscription brings joy each month,general feedback
CUST416,TRUE,8,34.5,276,month-to-month,bank transfer,Not happy with the bouquet variety,bouquet preferences
CUST417,FALSE,11,28.5,313.5,two year,credit card,Always satisfied with the bouquets,bouquet preferences
CUST418,TRUE,1,35,35,month-to-month,mailed check,Disappointed with the flower quality,product quality
CUST419,FALSE,17,28,476,one year,bank transfer,Flowers are a monthly delight,general feedback
CUST420,TRUE,2,29.5,59,month-to-month,credit card,Too pricey for the bouquet size,price complaints
CUST421,FALSE,19,27.5,522.5,two year,electronic check,Consistently great flower quality,product quality
CUST422,TRUE,3,30,90,month-to-month,mailed check,Not satisfied with the delivery service,delivery issues
CUST423,FALSE,14,29.5,413,one year,credit card,Subscription is a great gift,general feedback
CUST424,TRUE,4,32,128,month-to-month,electronic check,Expected better quality,product quality
CUST425,FALSE,20,27.5,550,two year,mailed check,Always impressed with the bouquets,bouquet preferences
CUST426,TRUE,5,33.5,167.5,month-to-month,credit card,Not happy with the flower variety,bouquet preferences
CUST427,FALSE,12,29,348,one year,bank transfer,Very satisfied with each delivery,delivery quality
CUST428,TRUE,6,30,180,month-to-month,mailed check,Too expensive for the quality,price complaints
CUST429,FALSE,16,27.99,447.84,two year,credit card,Love the monthly flower surprise,general feedback
CUST430,TRUE,7,31,217,month-to-month,electronic check,Not impressed with the flower freshness,product quality
CUST431,FALSE,10,30.5,305,one year,bank transfer,Subscription brings happiness every month,general feedback
CUST432,TRUE,1,35.5,35.5,month-to-month,credit card,Disappointed with the service,customer service
CUST433,FALSE,13,29,377,two year,mailed check,High-quality flowers every time,product quality
CUST434,TRUE,2,29.5,59,month-to-month,electronic check,Too pricey for the bouquet size,price complaints
CUST435,FALSE,18,28,504,one year,credit card,Always happy with the flower quality,product quality
CUST436,TRUE,3,30.5,91.5,month-to-month,mailed check,Delivery service was poor,delivery issues
CUST437,FALSE,15,27.99,419.85,two year,electronic check,Great variety and quality,bouquet preferences
CUST438,TRUE,4,32,128,month-to-month,credit card,Expected better quality bouquets,product quality
CUST439,FALSE,11,28.5,313.5,one year,bank transfer,Very satisfied with the service,general feedback
CUST440,TRUE,5,33.5,167.5,month-to-month,mailed check,Not satisfied with the flower freshness,product quality
CUST441,FALSE,21,26.5,556.5,two year,credit card,Subscription is a joy every month,general feedback
CUST442,TRUE,6,30,180,month-to-month,electronic check,Too expensive for the offering,price complaints
CUST443,FALSE,17,28,476,one year,mailed check,Consistently impressed with the quality,product quality
CUST444,TRUE,7,31,217,month-to-month,credit card,Not happy with the delivery timing,delivery issues
CUST445,FALSE,19,27.5,522.5,two year,electronic check,Highly recommend for flower lovers,general feedback
CUST446,TRUE,8,34,272,month-to-month,mailed check,Quality not as good as expected,product quality
CUST447,FALSE,12,29,348,one year,bank transfer,Love the flower variety,bouquet preferences
CUST448,TRUE,9,33.5,301.5,month-to-month,credit card,Not satisfied with the flower quality,product quality
CUST449,FALSE,10,30.5,305,two year,mailed check,Subscription brings happiness,general feedback
CUST450,TRUE,1,35.5,35.5,month-to-month,electronic check,Service not as expected,customer service
CUST451,FALSE,13,29,377,one year,credit card,Always a delightful surprise,general feedback
CUST452,TRUE,2,29.5,59,month-to-month,bank transfer,Not worth the monthly fee,price complaints
CUST453,FALSE,18,28,504,two year,mailed check,Flowers are always stunning,product quality
CUST454,TRUE,3,30.5,91.5,month-to-month,credit card,Disappointed with the flower variety,bouquet preferences
CUST455,FALSE,16,27.99,447.84,one year,electronic check,Great value and quality,price appreciation
CUST456,TRUE,4,32,128,month-to-month,mailed check,Delivery service was unreliable,delivery issues
CUST457,FALSE,11,28.5,313.5,two year,credit card,Always happy with the bouquets,bouquet preferences
CUST458,TRUE,5,33.5,167.5,month-to-month,electronic check,Too expensive for the quality,price complaints
CUST459,FALSE,22,26.5,583,one year,mailed check,Consistently high-quality flowers,product quality
CUST460,TRUE,6,30,180,month-to-month,credit card,Not satisfied with the delivery service,delivery issues
CUST461,FALSE,10,30.5,305,two year,electronic check,Flowers always exceed expectations,product quality
CUST462,TRUE,7,31,217,month-to-month,mailed check,Expected better quality bouquets,product quality
CUST463,FALSE,15,27.99,419.85,one year,credit card,Highly recommend this service,general feedback
CUST464,TRUE,8,34.5,276,month-to-month,electronic check,Not happy with the flower variety,bouquet preferences
CUST465,FALSE,12,29,348,two year,mailed check,Very satisfied with each delivery,delivery quality
CUST466,TRUE,1,35,35,month-to-month,credit card,Disappointed with the flower quality,product quality
CUST467,FALSE,17,28,476,one year,electronic check,Subscription brings joy every month,general feedback
CUST468,TRUE,2,29.5,59,month-to-month,mailed check,Too costly for the bouquet size,price complaints
CUST469,FALSE,19,27.5,522.5,two year,credit card,Consistently great flower quality,product quality
CUST470,TRUE,3,30,90,month-to-month,electronic check,Not satisfied with the delivery,delivery issues
CUST471,FALSE,14,29.5,413,one year,mailed check,Great customer service and flowers,customer service
CUST472,TRUE,4,32,128,month-to-month,credit card,Expected better quality,product quality
CUST473,FALSE,20,27.5,550,two year,electronic check,Always impressed with the bouquets,bouquet preferences
CUST474,TRUE,5,33.5,167.5,month-to-month,mailed check,Not happy with the flower variety,bouquet preferences
CUST475,FALSE,11,28.5,313.5,one year,credit card,Always a joy to receive,general feedback
CUST476,TRUE,6,30,180,month-to-month,electronic check,Too expensive for the quality,price complaints
CUST477,FALSE,13,29,377,two year,mailed check,Very satisfied with the service,general feedback
CUST478,TRUE,7,31,217,month-to-month,credit card,Disappointed with the flower freshness,product quality
CUST479,FALSE,10,30.5,305,one year,electronic check,Flowers always arrive fresh,product quality
CUST480,TRUE,1,35.5,35.5,month-to-month,mailed check,Not satisfied with the service,customer service
CUST481,FALSE,15,27.99,419.85,two year,credit card,High-quality flowers every time,product quality
CUST482,TRUE,2,29,58,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST483,FALSE,18,28,504,one year,mailed check,Subscription is a great value,price appreciation
CUST484,TRUE,3,30.5,91.5,month-to-month,credit card,Not impressed with the flower variety,bouquet preferences
CUST485,FALSE,16,27.5,440,two year,electronic check,Always pleased with the service,general feedback
CUST486,TRUE,4,32,128,month-to-month,mailed check,Expected better quality,product quality
CUST487,FALSE,12,29,348,one year,credit card,Flowers are always a pleasant surprise,general feedback
CUST488,TRUE,5,33.5,167.5,month-to-month,electronic check,Not worth the monthly fee,price complaints
CUST489,FALSE,20,27.5,550,two year,mailed check,Highly recommend for flower lovers,general feedback
CUST490,TRUE,6,30,180,month-to-month,credit card,Quality not as expected,product quality
CUST491,FALSE,22,26.5,583,one year,bank transfer,Love the monthly flower surprise,general feedback
CUST492,TRUE,7,31,217,month-to-month,mailed check,Too expensive for the offering,price complaints
CUST493,FALSE,11,28.5,313.5,two year,credit card,Very satisfied with the bouquets,bouquet preferences
CUST494,TRUE,8,34.5,276,month-to-month,electronic check,Not happy with the delivery service,delivery issues
CUST495,FALSE,10,30,300,one year,mailed check,Subscription is a great treat,general feedback
CUST496,TRUE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST497,FALSE,14,29.5,413,two year,credit card,Flowers always arrive in perfect condition,product quality
CUST498,TRUE,2,29,58,month-to-month,mailed check,Too pricey for what's offered,price complaints
CUST499,FALSE,17,28,476,one year,electronic check,Always a wonderful experience,general feedback
CUST500,TRUE,3,30.5,91.5,month-to-month,credit card,Expected more variety,bouquet preferences
CUST501,FALSE,19,27.5,522.5,two year,mailed check,Subscription brings joy every month,general feedback
CUST502,TRUE,4,32,128,month-to-month,credit card,Not satisfied with the bouquet size,price complaints
CUST503,FALSE,21,26.5,556.5,one year,credit card,Always happy with the flower quality,product quality
CUST504,TRUE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST505,FALSE,13,29,377,two year,mailed check,Great customer service,customer service
CUST506,TRUE,2,29.5,59,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST507,FALSE,18,28,504,one year,credit card,Consistently impressed with the bouquets,bouquet preferences
CUST508,TRUE,3,30.5,91.5,month-to-month,mailed check,Not satisfied with the delivery,delivery issues
CUST509,FALSE,16,27.99,447.84,two year,electronic check,Subscription is a great value,price appreciation
CUST510,TRUE,4,32,128,month-to-month,credit card,Quality has declined,product quality
CUST511,FALSE,12,29,348,one year,electronic check,Very happy with the service,general feedback
CUST512,TRUE,5,33.5,167.5,month-to-month,mailed check,Not enough variety in bouquets,bouquet preferences
CUST513,FALSE,10,30.5,305,two year,credit card,Flowers always arrive fresh and beautiful,product quality
CUST514,TRUE,6,30,180,month-to-month,electronic check,Too expensive for the quality,price complaints
CUST515,FALSE,22,26.5,583,one year,mailed check,Consistently high-quality flowers,product quality
CUST516,TRUE,7,31,217,month-to-month,credit card,Expected better quality bouquets,product quality
CUST517,FALSE,15,27.99,419.85,two year,electronic check,Highly recommend this service,general feedback
CUST518,TRUE,8,34.5,276,month-to-month,electronic check,Not happy with the flower variety,bouquet preferences
CUST519,FALSE,11,28.5,313.5,one year,credit card,Always satisfied with the bouquets,bouquet preferences
CUST520,TRUE,1,35,35,month-to-month,mailed check,Disappointed with the flower quality,product quality
CUST521,FALSE,17,28,476,two year,electronic check,Subscription brings joy every month,general feedback
CUST522,TRUE,2,29.5,59,month-to-month,credit card,Too costly for the bouquet size,price complaints
CUST523,FALSE,19,27.5,522.5,one year,mailed check,Consistently great flower quality,product quality
CUST524,TRUE,3,30,90,month-to-month,electronic check,Not satisfied with the delivery,delivery issues
CUST525,FALSE,14,29.5,413,two year,credit card,Great customer service and flowers,customer service
CUST526,TRUE,4,32,128,month-to-month,mailed check,Expected better quality,product quality
CUST527,FALSE,20,27.5,550,one year,credit card,Always impressed with the bouquets,bouquet preferences
CUST528,TRUE,5,33.5,167.5,month-to-month,electronic check,Not happy with the flower variety,bouquet preferences
CUST529,FALSE,11,28.5,313.5,two year,mailed check,Always a joy to receive,general feedback
CUST530,TRUE,6,30,180,month-to-month,credit card,Too expensive for the quality,price complaints
CUST531,FALSE,13,29,377,one year,electronic check,Very satisfied with the service,general feedback
CUST532,TRUE,7,31,217,month-to-month,mailed check,Disappointed with the flower freshness,product quality
CUST533,FALSE,10,30.5,305,two year,credit card,null,product quality
CUST534,TRUE,1,35.5,35.5,month-to-month,mailed check,Not satisfied with the service,customer service
CUST535,FALSE,15,27.99,419.85,one year,credit card,High-quality flowers every time,product quality
CUST536,TRUE,2,29,58,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST537,FALSE,18,28,504,two year,mailed check,Subscription is a great value,price appreciation
CUST538,TRUE,3,30.5,91.5,month-to-month,credit card,Not impressed with the flower variety,bouquet preferences
CUST539,FALSE,16,27.5,440,one year,electronic check,Always pleased with the service,general feedback
CUST540,TRUE,4,32,128,month-to-month,mailed check,Expected better quality,product quality
CUST541,FALSE,12,29,348,two year,credit card,Flowers are always a pleasant surprise,general feedback
CUST542,TRUE,5,33.5,167.5,month-to-month,electronic check,Not worth the monthly fee,price complaints
CUST543,FALSE,20,27.5,550,one year,mailed check,Highly recommend for flower lovers,general feedback
CUST544,TRUE,6,30,180,month-to-month,credit card,Quality not as expected,product quality
CUST545,FALSE,22,26.5,583,two year,bank transfer,Love the monthly flower surprise,general feedback
CUST546,TRUE,7,31,217,month-to-month,mailed check,Too expensive for the offering,price complaints
CUST547,FALSE,11,28.5,313.5,one year,credit card,Very satisfied with the bouquets,bouquet preferences
CUST548,TRUE,8,34.5,276,month-to-month,electronic check,null,delivery issues
CUST549,FALSE,10,30,300,one year,mailed check,null,general feedback
CUST550,TRUE,1,35,35,month-to-month,bank transfer,null,product quality
CUST551,FALSE,14,29.5,413,two year,credit card,null,product quality
CUST552,TRUE,2,29,58,month-to-month,mailed check,null,price complaints
CUST553,FALSE,17,28,476,one year,electronic check,Always a wonderful experience,general feedback
CUST554,TRUE,3,30.5,91.5,month-to-month,credit card,Expected more variety,bouquet preferences
CUST555,FALSE,19,27.5,522.5,two year,mailed check,Subscription brings joy every month,general feedback
CUST556,TRUE,4,32,128,month-to-month,electronic check,Not satisfied with the bouquet size,price complaints
CUST557,FALSE,21,26.5,556.5,one year,credit card,Always happy with the flower quality,product quality
CUST558,TRUE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST559,FALSE,13,29,377,two year,mailed check,Great customer service,customer service
CUST560,TRUE,2,29.5,59,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST561,FALSE,18,28,504,one year,credit card,Consistently impressed with the bouquets,bouquet preferences
CUST562,TRUE,3,30.5,91.5,month-to-month,mailed check,Not satisfied with the delivery,delivery issues
CUST563,FALSE,16,27.99,447.84,two year,electronic check,Subscription is a great value,price appreciation
CUST564,TRUE,4,32,128,month-to-month,credit card,null,null
CUST565,FALSE,12,29,348,one year,electronic check,null,null
CUST566,TRUE,5,33.5,167.5,month-to-month,mailed check,null,null
CUST567,FALSE,10,30.5,305,two year,credit card,null,null
CUST568,TRUE,6,30,180,month-to-month,electronic check,null,null
CUST569,FALSE,22,26.5,583,one year,mailed check,null,null
CUST570,TRUE,7,31,217,month-to-month,credit card,Expected better quality bouquets,null
CUST571,FALSE,15,27.99,419.85,two year,electronic check,Highly recommend this service,null
CUST572,TRUE,8,34.5,276,month-to-month,electronic check,Not happy with the flower variety,bouquet preferences
CUST573,FALSE,11,28.5,313.5,one year,credit card,Always satisfied with the bouquets,bouquet preferences
CUST574,TRUE,1,35,35,month-to-month,mailed check,Disappointed with the flower quality,product quality
CUST575,FALSE,17,28,476,two year,electronic check,Subscription brings joy every month,general feedback
CUST576,TRUE,2,29.5,59,month-to-month,credit card,Too costly for the bouquet size,price complaints
CUST577,FALSE,19,27.5,522.5,one year,mailed check,Consistently great flower quality,product quality
CUST578,TRUE,3,30,90,month-to-month,electronic check,Not satisfied with the delivery,null
CUST579,FALSE,14,29.5,413,two year,credit card,null,null
CUST580,TRUE,4,32,128,month-to-month,mailed check,null,null
CUST581,FALSE,20,27.5,550,one year,credit card,null,null
CUST582,TRUE,5,33.5,167.5,month-to-month,electronic check,Not happy with the flower variety,null
CUST583,FALSE,11,28.5,313.5,two year,mailed check,Always a joy to receive,null
CUST584,TRUE,6,30,180,month-to-month,credit card,Too expensive for the quality,null
CUST585,FALSE,13,29,377,one year,electronic check,Very satisfied with the service,general feedback
CUST586,TRUE,7,31,217,month-to-month,mailed check,Disappointed with the flower freshness,null
CUST587,FALSE,10,30.5,305,two year,credit card,Flowers always arrive fresh,product quality
CUST588,TRUE,1,35.5,35.5,month-to-month,mailed check,Not satisfied with the service,customer service
CUST589,FALSE,15,27.99,419.85,one year,credit card,High-quality flowers every time,product quality
CUST590,TRUE,2,29,58,month-to-month,electronic check,null,price complaints
CUST591,FALSE,18,28,504,two year,mailed check,null,null
CUST592,TRUE,3,30.5,91.5,month-to-month,credit card,null,null
CUST593,FALSE,16,27.5,440,one year,electronic check,null,null
CUST594,TRUE,4,32,128,month-to-month,mailed check,null,null
CUST595,FALSE,12,29,348,two year,credit card,Flowers are always a pleasant surprise,null
CUST596,TRUE,5,33.5,167.5,month-to-month,electronic check,Not worth the monthly fee,null
CUST597,FALSE,20,27.5,550,one year,mailed check,Highly recommend for flower lovers,null
CUST598,TRUE,6,30,180,month-to-month,credit card,Quality not as expected,product quality
CUST599,FALSE,22,26.5,583,two year,bank transfer,Love the monthly flower surprise,general feedback
CUST600,TRUE,7,31,217,month-to-month,mailed check,Too expensive for the offering,price complaints
CUST601,FALSE,11,28.5,313.5,one year,credit card,Very satisfied with the bouquets,bouquet preferences
CUST602,TRUE,8,34.5,276,month-to-month,electronic check,Not happy with the delivery service,delivery issues
CUST603,FALSE,10,30,300,one year,mailed check,Subscription is a great treat,general feedback
CUST604,TRUE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST605,FALSE,14,29.5,413,two year,credit card,Flowers always arrive in perfect condition,product quality
CUST606,TRUE,2,29,58,month-to-month,mailed check,Too pricey for what's offered,price complaints
CUST607,FALSE,17,28,476,one year,electronic check,Always a wonderful experience,general feedback
CUST608,TRUE,3,30.5,91.5,month-to-month,credit card,Expected more variety,bouquet preferences
CUST609,FALSE,19,27.5,522.5,two year,mailed check,Subscription brings joy every month,general feedback
CUST610,TRUE,4,32,128,month-to-month,electronic check,Not satisfied with the bouquet size,price complaints
CUST611,FALSE,21,26.5,556.5,one year,credit card,Always happy with the flower quality,product quality
CUST612,TRUE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST613,FALSE,13,29,377,two year,mailed check,Great customer service,product quality
CUST614,TRUE,2,29.5,59,month-to-month,electronic check,Too costly for the bouquet size,product quality
CUST615,FALSE,18,28,504,one year,credit card,Consistently impressed with the bouquets,product quality
CUST616,TRUE,3,30.5,91.5,month-to-month,mailed check,Not satisfied with the delivery,product quality
CUST617,FALSE,16,27.99,447.84,two year,electronic check,Subscription is a great value,product quality
CUST618,TRUE,4,32,128,month-to-month,credit card,Quality has declined,product quality
CUST619,FALSE,12,29,348,one year,electronic check,Very happy with the service,product quality
CUST620,TRUE,5,33.5,167.5,month-to-month,mailed check,Not enough variety in bouquets,product quality
CUST621,FALSE,10,30.5,305,two year,credit card,Flowers always arrive fresh and beautiful,product quality
CUST622,TRUE,6,30,180,month-to-month,electronic check,Too expensive for the quality,price complaints
CUST623,FALSE,22,26.5,583,one year,mailed check,Consistently high-quality flowers,product quality
CUST624,TRUE,7,31,217,month-to-month,credit card,Expected better quality bouquets,product quality
CUST625,FALSE,15,27.99,419.85,two year,electronic check,Highly recommend this service,general feedback
CUST626,TRUE,8,34.5,276,month-to-month,electronic check,Not happy with the flower variety,bouquet preferences
CUST627,FALSE,11,28.5,313.5,one year,credit card,Always satisfied with the bouquets,bouquet preferences
CUST628,TRUE,1,35,35,month-to-month,mailed check,Disappointed with the flower quality,product quality
CUST629,FALSE,17,28,476,two year,electronic check,Subscription brings joy every month,general feedback
CUST630,TRUE,2,29.5,59,month-to-month,credit card,Too costly for the bouquet size,price complaints
CUST631,FALSE,19,27.5,522.5,one year,mailed check,Consistently great flower quality,product quality
CUST632,TRUE,3,30,90,month-to-month,electronic check,Not satisfied with the delivery,delivery issues
CUST633,FALSE,14,29.5,413,two year,credit card,Great customer service and flowers,customer service
CUST634,TRUE,4,32,128,month-to-month,mailed check,Expected better quality,product quality
CUST635,FALSE,20,27.5,550,one year,credit card,Always impressed with the bouquets,bouquet preferences
CUST636,TRUE,5,33.5,167.5,month-to-month,electronic check,Not happy with the flower variety,bouquet preferences
CUST637,FALSE,11,28.5,313.5,two year,mailed check,Always a joy to receive,general feedback
CUST638,TRUE,6,30,180,month-to-month,credit card,Too expensive for the quality,price complaints
CUST639,FALSE,13,29,377,one year,electronic check,Very satisfied with the service,general feedback
CUST640,TRUE,7,31,217,month-to-month,mailed check,Disappointed with the flower freshness,product quality
CUST641,FALSE,10,30.5,305,two year,credit card,Flowers always arrive fresh,product quality
CUST642,TRUE,1,35.5,35.5,month-to-month,mailed check,Not satisfied with the service,customer service
CUST643,FALSE,15,27.99,419.85,one year,credit card,High-quality flowers every time,product quality
CUST644,TRUE,2,29,58,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST645,FALSE,18,28,504,two year,mailed check,Subscription is a great value,price appreciation
CUST646,TRUE,3,30.5,91.5,month-to-month,credit card,Not impressed with the flower variety,bouquet preferences
CUST647,FALSE,16,27.5,440,one year,electronic check,Always pleased with the service,general feedback
CUST648,TRUE,4,32,128,month-to-month,mailed check,Expected better quality,product quality
CUST649,FALSE,12,29,348,two year,credit card,Flowers are always a pleasant surprise,general feedback
CUST650,TRUE,5,33.5,167.5,month-to-month,electronic check,Not worth the monthly fee,price complaints
CUST651,FALSE,20,27.5,550,one year,mailed check,Highly recommend for flower lovers,general feedback
CUST652,TRUE,6,30,180,month-to-month,credit card,Quality not as expected,general feedback
CUST653,FALSE,22,26.5,583,two year,bank transfer,Love the monthly flower surprise,general feedback
CUST654,TRUE,7,31,217,month-to-month,mailed check,Too expensive for the offering,general feedback
CUST655,FALSE,11,28.5,313.5,one year,credit card,Very satisfied with the bouquets,general feedback
